route,grade,grade_band,discipline,grade_system,area,wall,source,latitude,longitude,row_key,notion_page_id,status,coord_source
4einhalb,6b+,Boulder,boulder,Font,Bucklige Welt,Black Metal,Keltenkalk,47.65241,16.139402,Bucklige Welt | Black Metal | 4einhalb,,in Notion DB,outdooractive: Bucklige Welt / Black Metal Block (272950208)
Hansisteig,7,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Hansisteig,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Hidden Hole,6b,Boulder,boulder,Font,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Hidden Hole,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Hin und Her,6+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Hin und Her,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Horror,7-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Horror,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Idefix,7,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Idefix,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Kamin,5,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Kamin,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Klassiker,5a,Boulder,boulder,Font,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Klassiker,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Lausbubengrat,3+,1-4,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Lausbubengrat,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Lausbubenkante,6,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Lausbubenkante,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Lausbubenverschneidung,4,1-4,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Lausbubenverschneidung,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Machs Doch Schwer,7,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Machs Doch Schwer,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Miraculix,6+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Miraculix,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Mist,6,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Mist,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Moralist,8-,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Moralist,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Nr 14,9+,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Nr 14,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Nr 6,7+/8-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Nr 6,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Obelix,8,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Obelix,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Oho,6,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Oho,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Pfeiler,5+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Pfeiler,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Projekt (Nr 2),,,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Projekt (Nr 2),,in Notion DB,theCrag: Lausbubenwände (1456224435)
Prolo,8-,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Prolo,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Psycho I,7+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Psycho I,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Reichtvariante,8,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Reichtvariante,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Rheumatic Fever,10-/10,8-11,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Rheumatic Fever,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Riss,7-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Riss,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Riss (Nr 42),6,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Riss (Nr 42),,in Notion DB,theCrag: Lausbubenwände (1456224435)
Riss (Nr 48),4,1-4,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Riss (Nr 48),,in Notion DB,theCrag: Lausbubenwände (1456224435)
Steinzeit,6c,Boulder,boulder,Font,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Steinzeit,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Streck Dich,7+/8-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Streck Dich,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Sturmtag,7,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Sturmtag,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Tape Dich,7-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Tape Dich,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Tape Dich Direkt,7+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Tape Dich Direkt,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Tränen für Irene,7+/8-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Tränen für Irene,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Uknudel,7-,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Uknudel,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Verlängerung,6+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Verlängerung,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Via Ente,7+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Via Ente,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Vollmond,7+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Vollmond,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Zwerg,6+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Zwerg,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Öha,5+,5-7,sport,UIAA,Mödling,Lausbubenwand,Keltenkalk,48.080381,16.272178,Mödling | Lausbubenwand | Öha,,in Notion DB,theCrag: Lausbubenwände (1456224435)
Nordkante,5-,5-7,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Nordkante,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Nordwand,4+,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Nordwand,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Nordwestwand,5,5-7,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Nordwestwand,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Normalweg,2,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Normalweg,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Ostkamin,5-,5-7,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Ostkamin,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Ostkante,5+,5-7,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Ostkante,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Rampe,3,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Rampe,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Rechte Südkante,3,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Rechte Südkante,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Südostriss,4+,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Südostriss,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Südwestriss,4+,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Südwestriss,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Westkamin,4,1-4,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Westkamin,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Westriss,6-,5-7,sport,UIAA,Mödling,Matterhörndl,Keltenkalk,48.014969,16.049373,Mödling | Matterhörndl | Westriss,,in Notion DB,OSM fuzzy (0.87): Matterhorn
Boulder Me,6,5-7,sport,UIAA,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Boulder Me,,in Notion DB,OSM exact: Promenadenfels
Erdloch,6-,5-7,sport,UIAA,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Erdloch,,in Notion DB,OSM exact: Promenadenfels
Night Bolts,7+,5-7,sport,UIAA,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Night Bolts,,in Notion DB,OSM exact: Promenadenfels
Nr 3,2+,1-4,sport,UIAA,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Nr 3,,in Notion DB,OSM exact: Promenadenfels
Painkiller,7b/7b+,Boulder,boulder,Font,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Painkiller,,in Notion DB,OSM exact: Promenadenfels
Promenadengrat,4,1-4,sport,UIAA,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Promenadengrat,,in Notion DB,OSM exact: Promenadenfels
Torture Garden,7a,Boulder,boulder,Font,Mödling,Promenadenfels,Keltenkalk,48.083002,16.276885,Mödling | Promenadenfels | Torture Garden,,in Notion DB,OSM exact: Promenadenfels
Andrea the Croat,4,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Andrea the Croat,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Black Hole,4,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Black Hole,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Captain Kirk,4,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Captain Kirk,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Direkte Südwand,4,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Direkte Südwand,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Enterprise,4+,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Enterprise,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Mr Spock,3,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Mr Spock,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Pille,3,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Pille,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Sauerkraut Extrem,5-,5-7,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Sauerkraut Extrem,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Silicon Valley,4,1-4,sport,UIAA,Mödling,Rauhe Platte,Keltenkalk,48.078912,16.277024,Mödling | Rauhe Platte | Silicon Valley,,in Notion DB,OSM fuzzy (0.95): Raue Platte
Burggraben Direttissima,6+/7-,5-7,sport,UIAA,Mödling,Ritterfels,Keltenkalk,48.080464,16.266338,Mödling | Ritterfels | Burggraben Direttissima,,in Notion DB,OSM exact: Ritterfels
Burgherr,7+/8-,5-7,sport,UIAA,Mödling,Ritterfels,Keltenkalk,48.080464,16.266338,Mödling | Ritterfels | Burgherr,,in Notion DB,OSM exact: Ritterfels
Hofnarr,7-,5-7,sport,UIAA,Mödling,Ritterfels,Keltenkalk,48.080464,16.266338,Mödling | Ritterfels | Hofnarr,,in Notion DB,OSM exact: Ritterfels
Raubritter,7+,5-7,sport,UIAA,Mödling,Ritterfels,Keltenkalk,48.080464,16.266338,Mödling | Ritterfels | Raubritter,,in Notion DB,OSM exact: Ritterfels
Ritterfräulein,7-,5-7,sport,UIAA,Mödling,Ritterfels,Keltenkalk,48.080464,16.266338,Mödling | Ritterfels | Ritterfräulein,,in Notion DB,OSM exact: Ritterfels
Die Lange Entscheidung,6-,5-7,sport,UIAA,Mödling,Sturmwandl,Keltenkalk,48.079306,16.271175,Mödling | Sturmwandl | Die Lange Entscheidung,,in Notion DB,OSM fuzzy (0.95): Sturmwand
Frühjahrsputz,6-,5-7,sport,UIAA,Mödling,Sturmwandl,Keltenkalk,48.079306,16.271175,Mödling | Sturmwandl | Frühjahrsputz,,in Notion DB,OSM fuzzy (0.95): Sturmwand
Orkan,7-,5-7,sport,UIAA,Mödling,Sturmwandl,Keltenkalk,48.079306,16.271175,Mödling | Sturmwandl | Orkan,,in Notion DB,OSM fuzzy (0.95): Sturmwand
Roger Rabbit,6+,5-7,sport,UIAA,Mödling,Sturmwandl,Keltenkalk,48.079306,16.271175,Mödling | Sturmwandl | Roger Rabbit,,in Notion DB,OSM fuzzy (0.95): Sturmwand
Seitenwind,6-,5-7,sport,UIAA,Mödling,Sturmwandl,Keltenkalk,48.079306,16.271175,Mödling | Sturmwandl | Seitenwind,,in Notion DB,OSM fuzzy (0.95): Sturmwand
Philipp,8,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Philipp,,to create,theCrag: Hausstein (5333714385)
Kamin,5,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Kamin,,to create,theCrag: Hausstein (5333714385)
Ghadaffi grüsst Kreisky,8,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Ghadaffi grüsst Kreisky,,to create,theCrag: Hausstein (5333714385)
Radarfalle,8+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Radarfalle,,to create,theCrag: Hausstein (5333714385)
Torturplatte,8-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Torturplatte,,to create,theCrag: Hausstein (5333714385)
Jagasimmerl,7-,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Jagasimmerl,,to create,theCrag: Hausstein (5333714385)
Inox,8-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Inox,,to create,theCrag: Hausstein (5333714385)
Var (Inox),7+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Var (Inox),,to create,theCrag: Hausstein (5333714385)
Alles ist möglich,8 A0,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Alles ist möglich,,to create,theCrag: Hausstein (5333714385)
Köpek,9+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Köpek,,to create,theCrag: Hausstein (5333714385)
Husch Husch ins Körbchen,7,5-7,multipitch,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Husch Husch ins Körbchen,,to create,theCrag: Hausstein (5333714385)
Schneebergblick,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Schneebergblick,,to create,theCrag: Hausstein (5333714385)
Hausstein Eins,10-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Hausstein Eins,,to create,theCrag: Hausstein (5333714385)
Schwammerldirettissima,,,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Schwammerldirettissima,,to create,theCrag: Hausstein (5333714385)
Hausstein Zwei,9+/10-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Hausstein Zwei,,to create,theCrag: Hausstein (5333714385)
Angriff RRT,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Angriff RRT,,to create,theCrag: Hausstein (5333714385)
Kerzlschlicka,9-,8-11,multipitch,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Kerzlschlicka,,to create,theCrag: Hausstein (5333714385)
The Going Gong of Laddio Bolocko,,,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | The Going Gong of Laddio Bolocko,,to create,theCrag: Hausstein (5333714385)
Epic Problem,10-/10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Epic Problem,,to create,theCrag: Hausstein (5333714385)
Fanfare for Effective Freedom,8+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Fanfare for Effective Freedom,,to create,theCrag: Hausstein (5333714385)
Ich möcht alt sein mit einem Krückstock,7+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Ich möcht alt sein mit einem Krückstock,,to create,theCrag: Hausstein (5333714385)
Da Wuchtldrucka,9-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Da Wuchtldrucka,,to create,theCrag: Hausstein (5333714385)
Fledermausdach,8+,8-11,multipitch,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Fledermausdach,,to create,theCrag: Hausstein (5333714385)
Anarchists Just Wanna Have Fun,9+/10-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Anarchists Just Wanna Have Fun,,to create,theCrag: Hausstein (5333714385)
Favete Linguis,9,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Favete Linguis,,to create,theCrag: Hausstein (5333714385)
Irrsinnsdimensionen,10-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Irrsinnsdimensionen,,to create,theCrag: Hausstein (5333714385)
Hausstein Drei,9+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Hausstein Drei,,to create,theCrag: Hausstein (5333714385)
Schneeglöckchen,11-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Schneeglöckchen,,to create,theCrag: Hausstein (5333714385)
Arsch im Raum der Zeit,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Arsch im Raum der Zeit,,to create,theCrag: Hausstein (5333714385)
Das Heulen des Gösing-Wolfes,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Das Heulen des Gösing-Wolfes,,to create,theCrag: Hausstein (5333714385)
Die ultimativen Bewegungen,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Die ultimativen Bewegungen,,to create,theCrag: Hausstein (5333714385)
Goat Lips,7,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Goat Lips,,to create,theCrag: Hausstein (5333714385)
Dach überm Kopf,7+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Dach überm Kopf,,to create,theCrag: Hausstein (5333714385)
La Tirania de la Tradicion,8,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | La Tirania de la Tradicion,,to create,theCrag: Hausstein (5333714385)
Meine Hawara san Echsen-Menschen,8-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Meine Hawara san Echsen-Menschen,,to create,theCrag: Hausstein (5333714385)
The Exclusive Character of Victory,10-/10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | The Exclusive Character of Victory,,to create,theCrag: Hausstein (5333714385)
La Zampa del Mago,8+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | La Zampa del Mago,,to create,theCrag: Hausstein (5333714385)
Wolf Like Me,10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Wolf Like Me,,to create,theCrag: Hausstein (5333714385)
Patagonia,8,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Patagonia,,to create,theCrag: Hausstein (5333714385)
Kühlschrankkante,8/8+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Kühlschrankkante,,to create,theCrag: Hausstein (5333714385)
Direkte Haussteinkante,8+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Direkte Haussteinkante,,to create,theCrag: Hausstein (5333714385)
Amerikanerweg,8,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Amerikanerweg,,to create,theCrag: Hausstein (5333714385)
Der einbrennte Hund,10-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Der einbrennte Hund,,to create,theCrag: Hausstein (5333714385)
Schankholz,9/9+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Schankholz,,to create,theCrag: Hausstein (5333714385)
Mostschank Wöber,9+,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Mostschank Wöber,,to create,theCrag: Hausstein (5333714385)
There Is No 666 in Outta Space,10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | There Is No 666 in Outta Space,,to create,theCrag: Hausstein (5333714385)
Santa Sangre,9,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Santa Sangre,,to create,theCrag: Hausstein (5333714385)
Thats Not Me,10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Thats Not Me,,to create,theCrag: Hausstein (5333714385)
Napoleon Solo This Is Forever,10-/10,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Napoleon Solo This Is Forever,,to create,theCrag: Hausstein (5333714385)
Spenglerverschneidung,5+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Spenglerverschneidung,,to create,theCrag: Hausstein (5333714385)
Spenglerriss,8-,8-11,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Spenglerriss,,to create,theCrag: Hausstein (5333714385)
Resls Riss,6,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Resls Riss,,to create,theCrag: Hausstein (5333714385)
Happy Haki Hour,6+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Happy Haki Hour,,to create,theCrag: Hausstein (5333714385)
Herbert West,7/7+,5-7,sport,UIAA,Hohe Wand,Hausstein,Österreich Ost,47.917665,15.93254,Hohe Wand | Hausstein | Herbert West,,to create,theCrag: Hausstein (5333714385)
Baumblade,7-,5-7,sport,UIAA,Hohe Wand,Haussteinmugal,Österreich Ost,47.917665,15.93254,Hohe Wand | Haussteinmugal | Baumblade,,to create,theCrag: Hausstein (5333714385) near Muggendorf
Wachablöse,7+,5-7,sport,UIAA,Hohe Wand,Haussteinmugal,Österreich Ost,47.917665,15.93254,Hohe Wand | Haussteinmugal | Wachablöse,,to create,theCrag: Hausstein (5333714385) near Muggendorf
